puzzle_id,difficulty,cards,target,minimal_complexity_score,fractional_steps,division_steps,subtraction_steps,tree_depth,max_denominator,solution_count,easiest_expression,generator_witness,old_difficulty,new_difficulty,decision,unary_steps,negative_intermediate_steps,max_intermediate_magnitude,raw_minimal_tuple
9065,EASY,38 11 6 11,413,8296,0,0,1,3,1,432,(((11*38)+6)-11),38*11+6-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,424,"[0, 0, 0, 3, 1]"
9066,EASY,2 9 208 11,414,8295,0,0,1,3,1,576,(((2*208)+9)-11),208*2+9-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,425,"[0, 0, 0, 3, 1]"
9067,EASY,11 38 7 11,414,8296,0,0,1,3,1,432,(((11*38)+7)-11),38*11+7-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,425,"[0, 0, 0, 3, 1]"
9068,EASY,10 9 8 52,415,8296,0,0,1,3,1,432,(((52*8)+9)-10),52*8+9-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,425,"[0, 0, 0, 3, 1]"
9069,EASY,12 7 7 60,415,8296,0,0,1,3,1,432,(((60*7)+7)-12),60*7+7-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,427,"[0, 0, 0, 3, 1]"
9070,EASY,4 12 8 105,416,8295,0,0,1,3,1,576,(((105*4)+8)-12),105*4+8-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,428,"[0, 0, 0, 3, 1]"
9071,EASY,8 5 13 53,416,8295,0,0,1,3,1,576,(((53*8)+5)-13),53*8+5-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,429,"[0, 0, 0, 3, 1]"
9072,EASY,9 13 47 7,417,8296,0,0,1,3,1,432,(((47*9)+7)-13),47*9+7-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,430,"[0, 0, 0, 3, 1]"
9073,EASY,6 209 2 5,417,8296,0,0,1,3,1,432,(((2*209)+5)-6),209*2+5-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,423,"[0, 0, 0, 3, 1]"
9074,EASY,13 8 9 47,418,8296,0,0,1,3,1,432,(((47*9)+8)-13),47*9+8-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,431,"[0, 0, 0, 3, 1]"
9075,EASY,6 12 8 35,418,8296,0,0,1,3,1,432,(((12*35)+6)-8),35*12+6-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,426,"[0, 0, 0, 3, 1]"
9076,EASY,2 10 42 3,419,8296,0,0,1,3,1,432,(((10*42)+2)-3),42*10+2-3,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,422,"[0, 0, 0, 3, 1]"
9077,EASY,70 6 2 3,419,8296,0,0,1,3,1,432,(((6*70)+2)-3),70*6+2-3,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,422,"[0, 0, 0, 3, 1]"
9078,EASY,106 4 4 8,420,8295,0,0,1,3,1,576,(((106*4)+4)-8),106*4+4-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,428,"[0, 0, 0, 3, 1]"
9079,EASY,2 12 36 14,420,8295,0,0,1,3,1,768,(((12*36)+2)-14),36*12+2-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,434,"[0, 0, 0, 3, 1]"
9080,EASY,15 10 71 6,421,8296,0,0,1,3,1,432,(((6*71)+10)-15),71*6+10-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,436,"[0, 0, 0, 3, 1]"
9081,EASY,10 141 8 3,421,8296,0,0,1,3,1,432,(((141*3)+8)-10),141*3+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,431,"[0, 0, 0, 3, 1]"
9082,EASY,10 11 17 39,422,8296,0,0,1,3,1,432,(((11*39)+10)-17),39*11+10-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,439,"[0, 0, 0, 3, 1]"
9083,EASY,10 2 10 43,422,8296,0,0,1,3,1,432,(((10*43)+2)-10),43*10+2-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,432,"[0, 0, 0, 3, 1]"
9084,EASY,2 85 5 4,423,8295,0,0,1,3,1,528,(((5*85)+2)-4),85*5+2-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,427,"[0, 0, 0, 3, 1]"
9085,EASY,3 71 6 6,423,8295,0,0,1,3,1,528,(((6*71)+3)-6),71*6+3-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,429,"[0, 0, 0, 3, 1]"
9086,EASY,7 4 3 107,424,8295,0,0,1,3,1,576,(((107*4)+3)-7),107*4+3-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,431,"[0, 0, 0, 3, 1]"
9087,EASY,9 4 11 39,424,8296,0,0,1,3,1,432,(((11*39)+4)-9),39*11+4-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,433,"[0, 0, 0, 3, 1]"
9088,EASY,10 43 4 9,425,8296,0,0,1,3,1,432,(((10*43)+4)-9),43*10+4-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,434,"[0, 0, 0, 3, 1]"
9089,EASY,3 142 3 4,425,8296,0,0,1,3,1,432,(((142*3)+3)-4),142*3+3-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,429,"[0, 0, 0, 3, 1]"
9090,EASY,3 143 2 5,426,8295,0,0,1,3,1,576,(((143*3)+2)-5),143*3+2-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,431,"[0, 0, 0, 3, 1]"
9091,EASY,8 54 10 16,426,8296,0,0,1,3,1,432,(((54*8)+10)-16),54*8+10-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,442,"[0, 0, 0, 3, 1]"
9092,EASY,7 9 62 16,427,8295,0,0,1,3,1,576,(((62*7)+9)-16),62*7+9-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,443,"[0, 0, 0, 3, 1]"
9093,EASY,9 214 2 10,427,8296,0,0,1,3,1,432,(((2*214)+9)-10),214*2+9-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,437,"[0, 0, 0, 3, 1]"
9094,EASY,11 9 86 5,428,8296,0,0,1,3,1,432,(((5*86)+9)-11),86*5+9-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,439,"[0, 0, 0, 3, 1]"
9095,EASY,4 2 86 5,428,8295,0,0,1,3,1,528,(((5*86)+2)-4),86*5+2-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,432,"[0, 0, 0, 3, 1]"
9096,EASY,13 8 62 7,429,8296,0,0,1,3,1,432,(((62*7)+8)-13),62*7+8-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,442,"[0, 0, 0, 3, 1]"
9097,EASY,10 40 21 11,429,8295,0,0,1,3,1,576,(((11*40)+10)-21),40*11+10-21,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,450,"[0, 0, 0, 3, 1]"
9098,EASY,8 9 54 7,430,8263,0,0,1,2,1,528,((54*9)-(7*8)),54*8+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,486,"[0, 0, 0, 3, 1]"
9099,EASY,10 44 20 10,430,8295,0,0,1,3,1,576,(((10*44)+10)-20),44*10+10-20,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,450,"[0, 0, 0, 3, 1]"
9100,EASY,144 3 6 7,431,8296,0,0,1,3,1,432,(((144*3)+6)-7),144*3+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,438,"[0, 0, 0, 3, 1]"
9101,EASY,6 4 108 7,431,8296,0,0,1,3,1,432,(((108*4)+6)-7),108*4+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,438,"[0, 0, 0, 3, 1]"
9102,EASY,2 11 40 10,432,8295,0,0,1,3,1,528,(((11*40)+2)-10),40*11+2-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,442,"[0, 0, 0, 3, 1]"
9103,EASY,62 7 10 12,432,8296,0,0,1,3,1,432,(((62*7)+10)-12),62*7+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,444,"[0, 0, 0, 3, 1]"
9104,EASY,49 9 9 17,433,8296,0,0,1,3,1,432,(((49*9)+9)-17),49*9+9-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,450,"[0, 0, 0, 3, 1]"
9105,EASY,6 12 37 17,433,8296,0,0,1,3,1,432,(((12*37)+6)-17),37*12+6-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,450,"[0, 0, 0, 3, 1]"
9106,EASY,2 218 9 7,434,8295,0,0,1,3,1,576,(((2*218)+7)-9),218*2+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,443,"[0, 0, 0, 3, 1]"
9107,EASY,3 5 145 4,434,8296,0,0,1,3,1,432,(((145*3)+4)-5),145*3+4-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,439,"[0, 0, 0, 3, 1]"
9108,EASY,11 40 15 10,435,8296,0,0,1,3,1,432,(((11*40)+10)-15),40*11+10-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,450,"[0, 0, 0, 3, 1]"
9109,EASY,4 109 4 3,435,8296,0,0,1,3,1,432,(((109*4)+3)-4),109*4+3-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,439,"[0, 0, 0, 3, 1]"
9110,EASY,4 6 3 146,436,8295,0,0,1,3,1,528,(((146*3)+4)-6),146*3+4-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,442,"[0, 0, 0, 3, 1]"
9111,EASY,8 10 3 146,436,8296,0,0,1,3,1,432,(((146*3)+8)-10),146*3+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,446,"[0, 0, 0, 3, 1]"
9112,EASY,40 11 8 11,437,8296,0,0,1,3,1,432,(((11*40)+8)-11),40*11+8-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,448,"[0, 0, 0, 3, 1]"
9113,EASY,88 10 7 5,437,8296,0,0,1,3,1,432,(((5*88)+7)-10),88*5+7-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,447,"[0, 0, 0, 3, 1]"
9114,EASY,49 9 2 5,438,8296,0,0,1,3,1,432,(((49*9)+2)-5),49*9+2-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,443,"[0, 0, 0, 3, 1]"
9115,EASY,2 11 40 4,438,8295,0,0,1,3,1,528,(((11*40)+2)-4),40*11+2-4,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,442,"[0, 0, 0, 3, 1]"
9116,EASY,9 10 110 4,439,8296,0,0,1,3,1,432,(((110*4)+9)-10),110*4+9-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,449,"[0, 0, 0, 3, 1]"
9117,EASY,220 11 10 2,439,8296,0,0,1,3,1,432,(((2*220)+10)-11),220*2+10-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,450,"[0, 0, 0, 3, 1]"
9118,EASY,221 10 2 8,440,8295,0,0,1,3,1,576,(((2*221)+8)-10),221*2+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,450,"[0, 0, 0, 3, 1]"
9119,EASY,49 9 7 6,440,8296,0,0,1,3,1,432,(((49*9)+6)-7),49*9+6-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,447,"[0, 0, 0, 3, 1]"
9120,EASY,10 11 221 2,441,103,0,0,0,3,1,720,(((10*11)*2)+221),221*2+10-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,441,"[0, 0, 0, 3, 1]"
9121,EASY,56 13 6 8,441,8296,0,0,1,3,1,432,(((56*8)+6)-13),56*8+6-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,454,"[0, 0, 0, 3, 1]"
9122,EASY,37 12 12 10,442,8296,0,0,1,3,1,432,(((12*37)+10)-12),37*12+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,454,"[0, 0, 0, 3, 1]"
9123,EASY,111 4 6 4,442,8296,0,0,1,3,1,432,(((111*4)+4)-6),111*4+4-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,448,"[0, 0, 0, 3, 1]"
9124,EASY,9 9 50 16,443,8296,0,0,1,3,1,432,(((50*9)+9)-16),50*9+9-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,459,"[0, 0, 0, 3, 1]"
9125,EASY,4 45 10 11,443,8296,0,0,1,3,1,432,(((10*45)+4)-11),45*10+4-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,454,"[0, 0, 0, 3, 1]"
9126,EASY,8 4 7 64,444,8296,0,0,1,3,1,432,(((64*7)+4)-8),64*7+4-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,452,"[0, 0, 0, 3, 1]"
9127,EASY,3 2 5 89,444,8296,0,0,1,3,1,432,(((5*89)+2)-3),89*5+2-3,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,447,"[0, 0, 0, 3, 1]"
9128,EASY,8 10 3 45,445,8296,0,0,1,3,1,432,(((10*45)+3)-8),45*10+3-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,453,"[0, 0, 0, 3, 1]"
9129,EASY,5 4 8 112,445,8296,0,0,1,3,1,432,(((112*4)+5)-8),112*4+5-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,453,"[0, 0, 0, 3, 1]"
9130,EASY,11 9 8 56,446,8296,0,0,1,3,1,432,(((56*8)+9)-11),56*8+9-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,457,"[0, 0, 0, 3, 1]"
9131,EASY,8 11 3 41,446,8296,0,0,1,3,1,432,(((11*41)+3)-8),41*11+3-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,454,"[0, 0, 0, 3, 1]"
9132,EASY,45 11 8 10,447,8296,0,0,1,3,1,432,(((10*45)+8)-11),45*10+8-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,458,"[0, 0, 0, 3, 1]"
9133,EASY,11 10 41 14,447,8296,0,0,1,3,1,432,(((11*41)+10)-14),41*11+10-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,461,"[0, 0, 0, 3, 1]"
9134,EASY,8 4 4 113,448,8295,0,0,1,3,1,576,(((113*4)+4)-8),113*4+4-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,456,"[0, 0, 0, 3, 1]"
9135,EASY,12 5 10 90,448,8296,0,0,1,3,1,432,(((5*90)+10)-12),90*5+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,460,"[0, 0, 0, 3, 1]"
9136,EASY,4 3 6 113,449,8296,0,0,1,3,1,432,(((113*4)+3)-6),113*4+3-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,455,"[0, 0, 0, 3, 1]"
9137,EASY,8 10 11 41,449,8296,0,0,1,3,1,432,(((11*41)+8)-10),41*11+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,459,"[0, 0, 0, 3, 1]"
9138,EASY,12 2 226 10,450,8295,0,0,1,3,1,576,(((2*226)+10)-12),226*2+10-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,462,"[0, 0, 0, 3, 1]"
9139,EASY,13 3 151 10,450,8295,0,0,1,3,1,576,(((151*3)+10)-13),151*3+10-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,463,"[0, 0, 0, 3, 1]"
9140,EASY,7 11 7 65,451,8296,0,0,1,3,1,432,(((65*7)+7)-11),65*7+7-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,462,"[0, 0, 0, 3, 1]"
9141,EASY,5 9 5 91,451,8296,0,0,1,3,1,432,(((5*91)+5)-9),91*5+5-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,460,"[0, 0, 0, 3, 1]"
9142,EASY,2 10 46 10,452,8296,0,0,1,3,1,432,(((10*46)+2)-10),46*10+2-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,462,"[0, 0, 0, 3, 1]"
9143,EASY,5 9 38 12,452,8296,0,0,1,3,1,432,(((12*38)+5)-9),38*12+5-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,461,"[0, 0, 0, 3, 1]"
9144,EASY,46 10 11 4,453,8296,0,0,1,3,1,432,(((10*46)+4)-11),46*10+4-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,464,"[0, 0, 0, 3, 1]"
9145,EASY,227 2 10 9,453,8296,0,0,1,3,1,432,(((2*227)+9)-10),227*2+9-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,463,"[0, 0, 0, 3, 1]"
9146,EASY,7 5 4 65,454,8296,0,0,1,3,1,432,(((65*7)+4)-5),65*7+4-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,459,"[0, 0, 0, 3, 1]"
9147,EASY,12 5 7 38,454,8296,0,0,1,3,1,432,(((12*38)+5)-7),38*12+5-7,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,461,"[0, 0, 0, 3, 1]"
9148,EASY,2 228 2 3,455,8295,0,0,1,3,1,576,(((2*228)+2)-3),228*2+2-3,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,458,"[0, 0, 0, 3, 1]"
9149,EASY,7 66 7 14,455,8295,0,0,1,3,1,576,(((66*7)+7)-14),66*7+7-14,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,469,"[0, 0, 0, 3, 1]"
9150,EASY,8 11 2 42,456,8296,0,0,1,3,1,432,(((11*42)+2)-8),42*11+2-8,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,464,"[0, 0, 0, 3, 1]"
9151,EASY,3 3 6 153,456,8295,0,0,1,3,1,720,(((153*3)+3)-6),153*3+3-6,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,462,"[0, 0, 0, 3, 1]"
9152,EASY,8 58 12 5,457,8296,0,0,1,3,1,432,(((58*8)+5)-12),58*8+5-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,469,"[0, 0, 0, 3, 1]"
9153,EASY,9 9 51 7,457,8296,0,0,1,3,1,432,(((51*9)+7)-9),51*9+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,466,"[0, 0, 0, 3, 1]"
9154,EASY,3 230 5 2,458,8295,0,0,1,3,1,576,(((2*230)+3)-5),230*2+3-5,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,463,"[0, 0, 0, 3, 1]"
9155,EASY,3 153 2 3,458,8296,0,0,1,3,1,432,(((153*3)+2)-3),153*3+2-3,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,461,"[0, 0, 0, 3, 1]"
9156,EASY,11 58 8 6,459,8296,0,0,1,3,1,432,(((58*8)+6)-11),58*8+6-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,470,"[0, 0, 0, 3, 1]"
9157,EASY,8 58 9 4,459,8296,0,0,1,3,1,432,(((58*8)+4)-9),58*8+4-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,468,"[0, 0, 0, 3, 1]"
9158,EASY,10 18 52 9,460,8296,0,0,1,3,1,432,(((52*9)+10)-18),52*9+10-18,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,478,"[0, 0, 0, 3, 1]"
9159,EASY,8 10 231 2,460,8295,0,0,1,3,1,576,(((2*231)+8)-10),231*2+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,470,"[0, 0, 0, 3, 1]"
9160,EASY,19 10 47 10,461,8296,0,0,1,3,1,432,(((10*47)+10)-19),47*10+10-19,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,480,"[0, 0, 0, 3, 1]"
9161,EASY,154 3 11 10,461,8296,0,0,1,3,1,432,(((154*3)+10)-11),154*3+10-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,472,"[0, 0, 0, 3, 1]"
9162,EASY,67 8 7 15,462,8295,0,0,1,3,1,576,(((67*7)+8)-15),67*7+8-15,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,477,"[0, 0, 0, 3, 1]"
9163,EASY,155 7 3 10,462,8295,0,0,1,3,1,576,(((155*3)+7)-10),155*3+7-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,472,"[0, 0, 0, 3, 1]"
9164,EASY,93 5 9 7,463,8296,0,0,1,3,1,432,(((5*93)+7)-9),93*5+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,472,"[0, 0, 0, 3, 1]"
9165,EASY,16 7 67 10,463,8296,0,0,1,3,1,432,(((67*7)+10)-16),67*7+10-16,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,479,"[0, 0, 0, 3, 1]"
9166,EASY,8 9 59 17,464,8295,0,0,1,3,1,576,(((59*8)+9)-17),59*8+9-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,481,"[0, 0, 0, 3, 1]"
9167,EASY,9 233 2 11,464,8295,0,0,1,3,1,576,(((2*233)+9)-11),233*2+9-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,475,"[0, 0, 0, 3, 1]"
9168,EASY,233 10 2 11,465,8296,0,0,1,3,1,432,(((2*233)+10)-11),233*2+10-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,476,"[0, 0, 0, 3, 1]"
9169,EASY,78 8 6 11,465,8296,0,0,1,3,1,432,(((6*78)+8)-11),78*6+8-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,476,"[0, 0, 0, 3, 1]"
9170,EASY,3 8 156 10,466,8296,0,0,1,3,1,432,(((156*3)+8)-10),156*3+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,476,"[0, 0, 0, 3, 1]"
9171,EASY,11 2 43 9,466,8296,0,0,1,3,1,432,(((11*43)+2)-9),43*11+2-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,475,"[0, 0, 0, 3, 1]"
9172,EASY,67 7 7 9,467,8296,0,0,1,3,1,432,(((67*7)+7)-9),67*7+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,476,"[0, 0, 0, 3, 1]"
9173,EASY,9 4 117 10,467,8296,0,0,1,3,1,432,(((117*4)+9)-10),117*4+9-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,477,"[0, 0, 0, 3, 1]"
9174,EASY,235 9 2 11,468,8295,0,0,1,3,1,576,(((2*235)+9)-11),235*2+9-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,479,"[0, 0, 0, 3, 1]"
9175,EASY,235 2 7 9,468,8295,0,0,1,3,1,576,(((2*235)+7)-9),235*2+7-9,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,477,"[0, 0, 0, 3, 1]"
9176,EASY,94 10 5 11,469,8296,0,0,1,3,1,432,(((5*94)+10)-11),94*5+10-11,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,480,"[0, 0, 0, 3, 1]"
9177,EASY,53 5 9 13,469,8296,0,0,1,3,1,432,(((53*9)+5)-13),53*9+5-13,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,482,"[0, 0, 0, 3, 1]"
9178,EASY,118 10 4 8,470,8296,0,0,1,3,1,432,(((118*4)+8)-10),118*4+8-10,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,480,"[0, 0, 0, 3, 1]"
9179,EASY,53 9 17 10,470,8296,0,0,1,3,1,432,(((53*9)+10)-17),53*9+10-17,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,487,"[0, 0, 0, 3, 1]"
9180,EASY,12 3 12 40,471,8296,0,0,1,3,1,432,(((12*40)+3)-12),40*12+3-12,NEW RECORD,EASY,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,483,"[0, 0, 0, 3, 1]"
