puzzle_id,difficulty,cards,target,minimal_complexity_score,fractional_steps,division_steps,subtraction_steps,tree_depth,max_denominator,solution_count,easiest_expression,generator_witness,old_difficulty,new_difficulty,decision,unary_steps,negative_intermediate_steps,max_intermediate_magnitude,raw_minimal_tuple
2340,NORMAL,134 2647 18 5105,51,270409,0,1,0,2,1,144,((2647+5105)/(134+18)),(5105+2647)/(18+134),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,7752,"[0, 1, 1, 2, 1]"
2341,NORMAL,714 72 4131 23,51,270409,0,1,0,2,1,144,((4131+714)/(23+72)),(4131+714)/(72+23),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4845,"[0, 1, 1, 2, 1]"
2342,NORMAL,2547 21 1509 57,52,270409,0,1,0,2,1,144,((1509+2547)/(21+57)),(1509+2547)/(21+57),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4056,"[0, 1, 1, 2, 1]"
2343,NORMAL,98 26 2271 4177,52,270409,0,1,0,2,1,144,((2271+4177)/(26+98)),(4177+2271)/(26+98),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6448,"[0, 1, 1, 2, 1]"
2344,NORMAL,101 7 7213 131,53,270409,0,1,0,2,1,144,((101+7213)/(131+7)),(7213+101)/(7+131),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,7314,"[0, 1, 1, 2, 1]"
2345,NORMAL,37 151 7443 2521,53,270409,0,1,0,2,1,144,((2521+7443)/(151+37)),(2521+7443)/(151+37),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,9964,"[0, 1, 1, 2, 1]"
2346,NORMAL,18 513 35 2349,54,270409,0,1,0,2,1,144,((2349+513)/(18+35)),(2349+513)/(18+35),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,2862,"[0, 1, 1, 2, 1]"
2347,NORMAL,1161 20 5643 106,54,270409,0,1,0,2,1,144,((1161+5643)/(106+20)),(5643+1161)/(20+106),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6804,"[0, 1, 1, 2, 1]"
2348,NORMAL,22 716 989 9,55,270409,0,1,0,2,1,144,((716+989)/(22+9)),(989+716)/(22+9),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1705,"[0, 1, 1, 2, 1]"
2349,NORMAL,78 3848 7 827,55,270409,0,1,0,2,1,144,((3848+827)/(7+78)),(827+3848)/(7+78),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4675,"[0, 1, 1, 2, 1]"
2350,NORMAL,19 572 772 5,56,270409,0,1,0,2,1,144,((572+772)/(19+5)),(572+772)/(19+5),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1344,"[0, 1, 1, 2, 1]"
2351,NORMAL,3 239 2 41,56,270409,0,1,0,2,1,144,((239+41)/(2+3)),(41+239)/(3+2),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,280,"[0, 1, 1, 2, 1]"
2352,NORMAL,17 52 2096 1837,57,270409,0,1,0,2,1,144,((1837+2096)/(17+52)),(1837+2096)/(17+52),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,3933,"[0, 1, 1, 2, 1]"
2353,NORMAL,29 4788 285 60,57,270409,0,1,0,2,1,144,((285+4788)/(29+60)),(285+4788)/(29+60),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5073,"[0, 1, 1, 2, 1]"
2354,NORMAL,6 1090 5058 100,58,270409,0,1,0,2,1,144,((1090+5058)/(100+6)),(5058+1090)/(100+6),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6148,"[0, 1, 1, 2, 1]"
2355,NORMAL,167 9170 3 690,58,270409,0,1,0,2,1,144,((690+9170)/(167+3)),(9170+690)/(167+3),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,9860,"[0, 1, 1, 2, 1]"
2356,NORMAL,2032 43 4871 74,59,270409,0,1,0,2,1,144,((2032+4871)/(43+74)),(2032+4871)/(43+74),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6903,"[0, 1, 1, 2, 1]"
2357,NORMAL,6107 67 74 2212,59,270409,0,1,0,2,1,144,((2212+6107)/(67+74)),(2212+6107)/(67+74),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,8319,"[0, 1, 1, 2, 1]"
2358,NORMAL,1713 10287 190 10,60,270409,0,1,0,2,1,144,((10287+1713)/(10+190)),(1713+10287)/(10+190),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12000,"[0, 1, 1, 2, 1]"
2359,NORMAL,85 23 5522 958,60,270409,0,1,0,2,1,144,((5522+958)/(23+85)),(5522+958)/(23+85),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6480,"[0, 1, 1, 2, 1]"
2360,NORMAL,9 4997 100 1652,61,270409,0,1,0,2,1,144,((1652+4997)/(100+9)),(1652+4997)/(100+9),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6649,"[0, 1, 1, 2, 1]"
2361,NORMAL,72 4731 7225 124,61,270409,0,1,0,2,1,144,((4731+7225)/(124+72)),(4731+7225)/(72+124),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,11956,"[0, 1, 1, 2, 1]"
2362,NORMAL,2116 69 5758 58,62,270409,0,1,0,2,1,144,((2116+5758)/(58+69)),(2116+5758)/(58+69),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,7874,"[0, 1, 1, 2, 1]"
2363,NORMAL,188 9011 9 3203,62,270409,0,1,0,2,1,144,((3203+9011)/(188+9)),(9011+3203)/(188+9),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12214,"[0, 1, 1, 2, 1]"
2364,NORMAL,6 3641 2281 88,63,270409,0,1,0,2,1,144,((2281+3641)/(6+88)),(2281+3641)/(6+88),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5922,"[0, 1, 1, 2, 1]"
2365,NORMAL,1671 88 40 6393,63,270409,0,1,0,2,1,144,((1671+6393)/(40+88)),(6393+1671)/(88+40),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,8064,"[0, 1, 1, 2, 1]"
2366,NORMAL,372 3980 11 57,64,270409,0,1,0,2,1,144,((372+3980)/(11+57)),(3980+372)/(57+11),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4352,"[0, 1, 1, 2, 1]"
2367,NORMAL,6863 29 121 2737,64,270409,0,1,0,2,1,144,((2737+6863)/(121+29)),(6863+2737)/(121+29),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,9600,"[0, 1, 1, 2, 1]"
2368,NORMAL,534 8 5381 83,65,270409,0,1,0,2,1,144,((534+5381)/(8+83)),(534+5381)/(8+83),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5915,"[0, 1, 1, 2, 1]"
2369,NORMAL,10005 55 120 1370,65,270409,0,1,0,2,1,144,((10005+1370)/(120+55)),(1370+10005)/(120+55),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,11375,"[0, 1, 1, 2, 1]"
2370,NORMAL,28 40 4031 457,66,270409,0,1,0,2,1,144,((4031+457)/(28+40)),(4031+457)/(28+40),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4488,"[0, 1, 1, 2, 1]"
2371,NORMAL,214 8762 29 107,66,270409,0,1,0,2,1,144,((214+8762)/(107+29)),(8762+214)/(107+29),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,8976,"[0, 1, 1, 2, 1]"
2372,NORMAL,4 14 1188 18,67,270407,0,1,0,2,1,576,((1188+18)/(14+4)),(1188+18)/(14+4),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1206,"[0, 1, 1, 2, 1]"
2373,NORMAL,374 12624 45 149,67,270409,0,1,0,2,1,144,((12624+374)/(149+45)),(374+12624)/(149+45),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12998,"[0, 1, 1, 2, 1]"
2374,NORMAL,6374 6546 120 70,68,270409,0,1,0,2,1,144,((6374+6546)/(120+70)),(6374+6546)/(120+70),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12920,"[0, 1, 1, 2, 1]"
2375,NORMAL,5442 137 13 4758,68,270409,0,1,0,2,1,144,((4758+5442)/(13+137)),(4758+5442)/(137+13),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,10200,"[0, 1, 1, 2, 1]"
2376,NORMAL,81 27 55 5577,69,270409,0,1,0,2,1,144,((5577+81)/(27+55)),(5577+81)/(27+55),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5658,"[0, 1, 1, 2, 1]"
2377,NORMAL,575 5152 38 45,69,270409,0,1,0,2,1,144,((5152+575)/(38+45)),(575+5152)/(38+45),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5727,"[0, 1, 1, 2, 1]"
2378,NORMAL,25 5642 3108 100,70,270409,0,1,0,2,1,144,((3108+5642)/(100+25)),(5642+3108)/(100+25),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,8750,"[0, 1, 1, 2, 1]"
2379,NORMAL,7655 51 73 1025,70,270409,0,1,0,2,1,144,((1025+7655)/(51+73)),(7655+1025)/(51+73),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,8680,"[0, 1, 1, 2, 1]"
2380,NORMAL,660 2393 32 11,71,270409,0,1,0,2,1,144,((2393+660)/(11+32)),(2393+660)/(32+11),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,3053,"[0, 1, 1, 2, 1]"
2381,NORMAL,145 37 10256 2666,71,270409,0,1,0,2,1,144,((10256+2666)/(145+37)),(2666+10256)/(37+145),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12922,"[0, 1, 1, 2, 1]"
2382,NORMAL,189 6 4 531,72,270409,0,1,0,2,1,144,((189+531)/(4+6)),(531+189)/(4+6),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,720,"[0, 1, 1, 2, 1]"
2383,NORMAL,3358 2618 65 18,72,270409,0,1,0,2,1,144,((2618+3358)/(18+65)),(3358+2618)/(65+18),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5976,"[0, 1, 1, 2, 1]"
2384,NORMAL,1014 3 3950 65,73,270409,0,1,0,2,1,144,((1014+3950)/(3+65)),(3950+1014)/(65+3),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4964,"[0, 1, 1, 2, 1]"
2385,NORMAL,117 54 3122 9361,73,270409,0,1,0,2,1,144,((3122+9361)/(117+54)),(3122+9361)/(117+54),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12483,"[0, 1, 1, 2, 1]"
2386,NORMAL,959 2741 39 11,74,270409,0,1,0,2,1,144,((2741+959)/(11+39)),(2741+959)/(11+39),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,3700,"[0, 1, 1, 2, 1]"
2387,NORMAL,1779 4 46 1921,74,270409,0,1,0,2,1,144,((1779+1921)/(4+46)),(1779+1921)/(46+4),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,3700,"[0, 1, 1, 2, 1]"
2388,NORMAL,28 2229 39 2796,75,270409,0,1,0,2,1,144,((2229+2796)/(28+39)),(2229+2796)/(28+39),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5025,"[0, 1, 1, 2, 1]"
2389,NORMAL,6 91 959 8,75,270409,0,1,0,2,1,144,((91+959)/(6+8)),(959+91)/(8+6),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1050,"[0, 1, 1, 2, 1]"
2390,NORMAL,8021 4671 72 95,76,270409,0,1,0,2,1,144,((4671+8021)/(72+95)),(4671+8021)/(95+72),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12692,"[0, 1, 1, 2, 1]"
2391,NORMAL,17 160 12108 1344,76,270409,0,1,0,2,1,144,((12108+1344)/(160+17)),(12108+1344)/(17+160),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,13452,"[0, 1, 1, 2, 1]"
2392,NORMAL,9 457 5 621,77,270409,0,1,0,2,1,144,((457+621)/(5+9)),(621+457)/(9+5),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1078,"[0, 1, 1, 2, 1]"
2393,NORMAL,3246 2991 43 38,77,270409,0,1,0,2,1,144,((2991+3246)/(38+43)),(2991+3246)/(43+38),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6237,"[0, 1, 1, 2, 1]"
2394,NORMAL,5636 58 39 34,78,270409,0,1,0,2,1,144,((5636+58)/(34+39)),(5636+58)/(34+39),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5694,"[0, 1, 1, 2, 1]"
2395,NORMAL,128 6714 19 4752,78,270409,0,1,0,2,1,144,((4752+6714)/(128+19)),(6714+4752)/(128+19),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,11466,"[0, 1, 1, 2, 1]"
2396,NORMAL,896 3686 27 31,79,270409,0,1,0,2,1,144,((3686+896)/(27+31)),(896+3686)/(27+31),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4582,"[0, 1, 1, 2, 1]"
2397,NORMAL,1744 126 71 13819,79,270409,0,1,0,2,1,144,((13819+1744)/(126+71)),(13819+1744)/(126+71),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,15563,"[0, 1, 1, 2, 1]"
2398,NORMAL,67 4061 7779 81,80,270409,0,1,0,2,1,144,((4061+7779)/(67+81)),(7779+4061)/(67+81),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,11840,"[0, 1, 1, 2, 1]"
2399,NORMAL,6076 78 12 1124,80,270409,0,1,0,2,1,144,((1124+6076)/(12+78)),(1124+6076)/(12+78),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,7200,"[0, 1, 1, 2, 1]"
2400,NORMAL,412 4529 38 23,81,270409,0,1,0,2,1,144,((412+4529)/(23+38)),(412+4529)/(38+23),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4941,"[0, 1, 1, 2, 1]"
2401,NORMAL,1269 33 38 4482,81,270409,0,1,0,2,1,144,((1269+4482)/(33+38)),(4482+1269)/(38+33),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5751,"[0, 1, 1, 2, 1]"
2402,NORMAL,9078 5026 90 82,82,270408,0,1,0,2,1,288,((5026+9078)/(82+90)),(5026+9078)/(90+82),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,14104,"[0, 1, 1, 2, 1]"
2403,NORMAL,36 28 776 4472,82,270409,0,1,0,2,1,144,((4472+776)/(28+36)),(4472+776)/(28+36),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5248,"[0, 1, 1, 2, 1]"
2404,NORMAL,48 1729 63 7484,83,270409,0,1,0,2,1,144,((1729+7484)/(48+63)),(1729+7484)/(63+48),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,9213,"[0, 1, 1, 2, 1]"
2405,NORMAL,3919 5958 36 83,83,270408,0,1,0,2,1,288,((3919+5958)/(36+83)),(3919+5958)/(83+36),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,9877,"[0, 1, 1, 2, 1]"
2406,NORMAL,7045 2699 89 27,84,270409,0,1,0,2,1,144,((2699+7045)/(27+89)),(7045+2699)/(27+89),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,9744,"[0, 1, 1, 2, 1]"
2407,NORMAL,19 3358 115 7898,84,270409,0,1,0,2,1,144,((3358+7898)/(115+19)),(3358+7898)/(115+19),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,11256,"[0, 1, 1, 2, 1]"
2408,NORMAL,5213 7 64 822,85,270409,0,1,0,2,1,144,((5213+822)/(64+7)),(5213+822)/(64+7),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6035,"[0, 1, 1, 2, 1]"
2409,NORMAL,23 1845 1130 12,85,270409,0,1,0,2,1,144,((1130+1845)/(12+23)),(1845+1130)/(12+23),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,2975,"[0, 1, 1, 2, 1]"
2410,NORMAL,4 368 3158 37,86,270409,0,1,0,2,1,144,((3158+368)/(37+4)),(3158+368)/(37+4),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,3526,"[0, 1, 1, 2, 1]"
2411,NORMAL,70 4889 3 1389,86,270409,0,1,0,2,1,144,((1389+4889)/(3+70)),(4889+1389)/(3+70),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6278,"[0, 1, 1, 2, 1]"
2412,NORMAL,4470 6753 88 41,87,270409,0,1,0,2,1,144,((4470+6753)/(41+88)),(6753+4470)/(41+88),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,11223,"[0, 1, 1, 2, 1]"
2413,NORMAL,31 42 6285 66,87,270409,0,1,0,2,1,144,((6285+66)/(31+42)),(6285+66)/(31+42),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,6351,"[0, 1, 1, 2, 1]"
2414,NORMAL,119 1965 3 8771,88,270409,0,1,0,2,1,144,((1965+8771)/(119+3)),(1965+8771)/(3+119),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,10736,"[0, 1, 1, 2, 1]"
2415,NORMAL,588 21 2228 11,88,270409,0,1,0,2,1,144,((2228+588)/(11+21)),(588+2228)/(11+21),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,2816,"[0, 1, 1, 2, 1]"
2416,NORMAL,50 56 7337 27,89,270409,0,1,0,2,1,144,((50+7337)/(27+56)),(7337+50)/(56+27),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,7387,"[0, 1, 1, 2, 1]"
2417,NORMAL,23 710 35 4452,89,270409,0,1,0,2,1,144,((4452+710)/(23+35)),(4452+710)/(35+23),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5162,"[0, 1, 1, 2, 1]"
2418,NORMAL,1007 119 12 10783,90,270409,0,1,0,2,1,144,((1007+10783)/(119+12)),(1007+10783)/(12+119),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,11790,"[0, 1, 1, 2, 1]"
2419,NORMAL,584 7966 31 64,90,270409,0,1,0,2,1,144,((584+7966)/(31+64)),(7966+584)/(64+31),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,8550,"[0, 1, 1, 2, 1]"
2420,NORMAL,2697 1398 10 35,91,270409,0,1,0,2,1,144,((1398+2697)/(10+35)),(1398+2697)/(10+35),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4095,"[0, 1, 1, 2, 1]"
2421,NORMAL,15 4566 37 166,91,270409,0,1,0,2,1,144,((166+4566)/(15+37)),(166+4566)/(15+37),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,4732,"[0, 1, 1, 2, 1]"
2422,NORMAL,661 29 5043 33,92,270409,0,1,0,2,1,144,((5043+661)/(29+33)),(661+5043)/(29+33),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,5704,"[0, 1, 1, 2, 1]"
2423,NORMAL,374 27 7 2754,92,270409,0,1,0,2,1,144,((2754+374)/(27+7)),(2754+374)/(7+27),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,3128,"[0, 1, 1, 2, 1]"
2424,NORMAL,1388 16 2 286,93,270409,0,1,0,2,1,144,((1388+286)/(16+2)),(1388+286)/(2+16),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1674,"[0, 1, 1, 2, 1]"
2425,NORMAL,11923 42 260 89,93,270409,0,1,0,2,1,144,((11923+260)/(42+89)),(260+11923)/(89+42),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,12183,"[0, 1, 1, 2, 1]"
2426,NORMAL,1224 11936 96 44,94,270409,0,1,0,2,1,144,((11936+1224)/(44+96)),(1224+11936)/(96+44),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,13160,"[0, 1, 1, 2, 1]"
2427,NORMAL,1205 59 23 6503,94,270409,0,1,0,2,1,144,((1205+6503)/(23+59)),(6503+1205)/(23+59),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,7708,"[0, 1, 1, 2, 1]"
2428,NORMAL,824 10 2 316,95,270409,0,1,0,2,1,144,((316+824)/(10+2)),(824+316)/(10+2),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1140,"[0, 1, 1, 2, 1]"
2429,NORMAL,3 585 935 13,95,270409,0,1,0,2,1,144,((585+935)/(13+3)),(585+935)/(13+3),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1520,"[0, 1, 1, 2, 1]"
2430,NORMAL,7258 30 148 9830,96,270409,0,1,0,2,1,144,((7258+9830)/(148+30)),(7258+9830)/(30+148),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,17088,"[0, 1, 1, 2, 1]"
2431,NORMAL,6921 30 2391 67,96,270409,0,1,0,2,1,144,((2391+6921)/(30+67)),(2391+6921)/(67+30),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,9312,"[0, 1, 1, 2, 1]"
2432,NORMAL,670 785 8 7,97,270409,0,1,0,2,1,144,((670+785)/(7+8)),(785+670)/(7+8),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,1455,"[0, 1, 1, 2, 1]"
2433,NORMAL,14411 158 36 4407,97,270409,0,1,0,2,1,144,((14411+4407)/(158+36)),(14411+4407)/(158+36),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,18818,"[0, 1, 1, 2, 1]"
2434,NORMAL,13 73 6503 1925,98,270409,0,1,0,2,1,144,((1925+6503)/(13+73)),(1925+6503)/(13+73),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,8428,"[0, 1, 1, 2, 1]"
2435,NORMAL,11214 7112 96 91,98,270409,0,1,0,2,1,144,((11214+7112)/(91+96)),(11214+7112)/(96+91),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,18326,"[0, 1, 1, 2, 1]"
2436,NORMAL,3127 16475 181 17,99,270409,0,1,0,2,1,144,((16475+3127)/(17+181)),(3127+16475)/(181+17),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,19602,"[0, 1, 1, 2, 1]"
2437,NORMAL,51 126 15200 2323,99,270409,0,1,0,2,1,144,((15200+2323)/(126+51)),(2323+15200)/(51+126),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,17523,"[0, 1, 1, 2, 1]"
2438,NORMAL,10429 9071 176 19,100,270409,0,1,0,2,1,144,((10429+9071)/(176+19)),(10429+9071)/(19+176),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,19500,"[0, 1, 1, 2, 1]"
2439,NORMAL,14 1410 6 590,100,270409,0,1,0,2,1,144,((1410+590)/(14+6)),(1410+590)/(6+14),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,2000,"[0, 1, 1, 2, 1]"
2440,NORMAL,4067 13002 24 145,101,270409,0,1,0,2,1,144,((13002+4067)/(145+24)),(13002+4067)/(145+24),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,17069,"[0, 1, 1, 2, 1]"
2441,NORMAL,414 20 13 2919,101,270409,0,1,0,2,1,144,((2919+414)/(13+20)),(414+2919)/(13+20),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,3333,"[0, 1, 1, 2, 1]"
2442,NORMAL,2077 70 17813 125,102,270409,0,1,0,2,1,144,((17813+2077)/(125+70)),(2077+17813)/(70+125),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,19890,"[0, 1, 1, 2, 1]"
2443,NORMAL,6851 109 58 10183,102,270409,0,1,0,2,1,144,((10183+6851)/(109+58)),(10183+6851)/(58+109),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,17034,"[0, 1, 1, 2, 1]"
2444,NORMAL,6100 80 49 7187,103,270409,0,1,0,2,1,144,((6100+7187)/(49+80)),(7187+6100)/(80+49),NEW RECORD,NORMAL,ACCEPTED / EXHAUSTIVE COMPLEXITY GRADING,0,0,13287,"[0, 1, 1, 2, 1]"
